球員,位置,攻擊得分,攔網得分,發球得分,接發,防守,舉球,總得分,match_id,隊伍類型,球員名稱
馬亞拉 #17,MiddleBlocker,5,5,0,1,0,0,10,6114,主隊,馬亞拉
周冠宇 #11,OppositeHitter,2,0,1,0,0,0,3,6114,主隊,周冠宇
陳玠廷 #7,Setter,1,1,0,0,2,39,2,6114,主隊,陳玠廷
禹良聖 #30,Setter,0,1,1,0,0,15,2,6114,主隊,禹良聖
呂慶鴻 #1,Libero,0,0,0,0,0,0,0,6114,主隊,呂慶鴻
彭浩銘 #2,MiddleBlocker,0,0,0,0,0,0,0,6114,主隊,彭浩銘
鄭博升 #9,Libero,0,0,0,0,0,0,0,6114,主隊,鄭博升
張庭輔 #12,OutsideHitter,0,0,0,0,0,0,0,6114,主隊,張庭輔
許睿恩 #15,MiddleBlocker,0,0,0,0,0,0,0,6114,主隊,許睿恩
林聖恩 #27,Libero,0,0,0,12,7,0,0,6114,主隊,林聖恩
阿巴西 #77,OutsideHitter,0,0,0,0,0,0,0,6114,主隊,阿巴西
盧清銓 #22,Setter,0,0,0,0,0,3,0,6114,主隊,盧清銓
馬可 #3,OutsideHitter,0,0,0,0,0,0,0,6114,主隊,馬可
施琅 #9,OutsideHitter,15,1,1,6,2,1,17,6115,客隊,施琅
漢佳 #2,OutsideHitter,11,5,1,13,3,1,17,6115,客隊,漢佳
吳宗軒 #11,OppositeHitter,9,1,4,0,3,1,14,6115,客隊,吳宗軒
施宗諭 #10,MiddleBlocker,4,1,0,0,0,0,5,6115,客隊,施宗諭
汪秉勳 #15,MiddleBlocker,2,0,1,2,1,0,3,6115,客隊,汪秉勳
宋柏霆 #12,OutsideHitter,2,0,0,0,1,0,2,6115,客隊,宋柏霆
薩蘭迪 #17,Setter,1,0,0,0,2,46,1,6115,客隊,薩蘭迪
黃謙巽 #18,OutsideHitter,0,0,0,0,0,0,0,6115,客隊,黃謙巽
莊哲育 #4,Setter,0,0,0,0,0,3,0,6115,客隊,莊哲育
林冠洲 #13,OutsideHitter,0,0,0,1,0,0,0,6115,客隊,林冠洲
張昀亮 #16,Libero,0,0,0,7,4,0,0,6115,客隊,張昀亮
蔡秉諺 #14,MiddleBlocker,0,0,0,0,0,0,0,6115,客隊,蔡秉諺
蘇厚禎 #20,Libero,0,0,0,0,0,0,0,6115,客隊,蘇厚禎
許廷恩 #44,OppositeHitter,0,0,0,0,0,0,0,6115,客隊,許廷恩
高偉誠 #9,OppositeHitter,23,1,3,7,3,1,27,6115,主隊,高偉誠
雷貝洛 #8,OutsideHitter,18,3,0,6,1,1,21,6115,主隊,雷貝洛
曾祥銘 #14,MiddleBlocker,6,4,1,0,1,0,11,6115,主隊,曾祥銘
安德烈 #5,MiddleBlocker,1,6,0,0,0,0,7,6115,主隊,安德烈
洪榮發 #99,OppositeHitter,5,0,0,0,0,2,5,6115,主隊,洪榮發
申承勳 #6,Setter,2,1,0,0,1,42,3,6115,主隊,申承勳
趙宇陽 #7,Setter,0,0,0,0,0,0,0,6115,主隊,趙宇陽
簡顯銘 #10,Libero,0,0,0,5,0,2,0,6115,主隊,簡顯銘
楊子頡 #11,OutsideHitter,0,0,0,0,0,0,0,6115,主隊,楊子頡
郭宇祥 #12,Setter,0,0,0,0,0,0,0,6115,主隊,郭宇祥
范鍾坪圻 #18,Libero,0,0,0,0,1,0,0,6115,主隊,范鍾坪圻
劉少宇 #20,Setter,0,0,0,0,0,0,0,6115,主隊,劉少宇
陳冠中 #21,MiddleBlocker,0,0,0,0,0,0,0,6115,主隊,陳冠中
哈雷 #3,OutsideHitter,0,0,0,0,0,0,0,6115,主隊,哈雷
陳冠銘 #4,OppositeHitter,0,0,0,0,0,0,0,6115,主隊,陳冠銘
劉博元 #5,OutsideHitter,18,0,0,2,0,1,18,6116,客隊,劉博元
劉鴻敏 #7,OutsideHitter,11,1,1,1,0,1,13,6116,客隊,劉鴻敏
利安 #10,OppositeHitter,11,1,0,0,0,0,12,6116,客隊,利安
穆多 #15,MiddleBlocker,2,5,0,0,0,1,7,6116,客隊,穆多
李權紘 #66,OppositeHitter,3,1,1,0,1,0,5,6116,客隊,李權紘
陳政錡 #4,MiddleBlocker,2,1,0,0,0,0,3,6116,客隊,陳政錡
花村和哉 #14,OutsideHitter,1,0,0,1,0,0,1,6116,客隊,花村和哉
李尼希米 #1,OutsideHitter,0,0,0,0,0,0,0,6116,客隊,李尼希米
黃仁威 #20,Setter,0,0,0,0,0,2,0,6116,客隊,黃仁威
鄭玉森 #16,Libero,0,0,0,0,0,0,0,6116,客隊,鄭玉森
甘茂宏 #9,MiddleBlocker,0,0,0,0,0,0,0,6116,客隊,甘茂宏
高得益 #12,Setter,0,0,0,0,0,13,0,6116,客隊,高得益
豹爾文 #27,OppositeHitter,0,0,0,0,0,0,0,6116,客隊,豹爾文
阿薩力 #99,OutsideHitter,0,0,0,0,0,0,0,6116,客隊,阿薩力
洪𤋮鈞 #8,OppositeHitter,0,0,0,0,0,0,0,6116,客隊,洪𤋮鈞
許美中 #56,MiddleBlocker,0,0,0,0,0,0,0,6116,客隊,許美中
黃意凱 #32,Libero,0,0,0,4,8,1,0,6116,客隊,黃意凱
施琅 #9,OutsideHitter,14,3,1,6,1,0,18,6116,主隊,施琅
漢佳 #2,OutsideHitter,15,0,3,3,0,2,18,6116,主隊,漢佳
吳宗軒 #11,OppositeHitter,16,1,0,0,0,0,17,6116,主隊,吳宗軒
汪秉勳 #15,MiddleBlocker,4,4,0,0,0,0,8,6116,主隊,汪秉勳
施宗諭 #10,MiddleBlocker,7,1,0,0,2,0,8,6116,主隊,施宗諭
莊哲育 #4,Setter,1,0,0,0,0,1,1,6116,主隊,莊哲育
蔡秉諺 #14,MiddleBlocker,1,0,0,0,0,0,1,6116,主隊,蔡秉諺
黃謙巽 #18,OutsideHitter,0,0,0,0,0,0,0,6116,主隊,黃謙巽
林冠洲 #13,OutsideHitter,0,0,0,0,1,0,0,6116,主隊,林冠洲
張昀亮 #16,Libero,0,0,0,5,5,0,0,6116,主隊,張昀亮
宋柏霆 #12,OutsideHitter,0,0,0,0,0,0,0,6116,主隊,宋柏霆
蘇厚禎 #20,Libero,0,0,0,0,0,0,0,6116,主隊,蘇厚禎
薩蘭迪 #17,Setter,0,0,0,0,0,23,0,6116,主隊,薩蘭迪
許廷恩 #44,OppositeHitter,0,0,0,0,0,0,0,6116,主隊,許廷恩
陳建禎 #19,OutsideHitter,15,2,0,18,3,1,17,6117,客隊,陳建禎
思丹 #10,OppositeHitter,15,0,1,0,5,0,16,6117,客隊,思丹
睿克 #14,OutsideHitter,12,2,1,7,0,1,15,6117,客隊,睿克
馬亞拉 #17,MiddleBlocker,7,7,0,3,1,0,14,6117,客隊,馬亞拉
柯宗甫 #13,MiddleBlocker,9,1,0,2,1,0,10,6117,客隊,柯宗甫
呂慶鴻 #1,Libero,0,0,0,0,0,0,0,6117,客隊,呂慶鴻
彭浩銘 #2,MiddleBlocker,0,0,0,0,0,0,0,6117,客隊,彭浩銘
陳玠廷 #7,Setter,0,0,0,0,4,59,0,6117,客隊,陳玠廷
鄭博升 #9,Libero,0,0,0,0,0,0,0,6117,客隊,鄭博升
周冠宇 #11,OppositeHitter,0,0,0,0,0,0,0,6117,客隊,周冠宇
張庭輔 #12,OutsideHitter,0,0,0,0,0,0,0,6117,客隊,張庭輔
許睿恩 #15,MiddleBlocker,0,0,0,0,0,0,0,6117,客隊,許睿恩
林聖恩 #27,Libero,0,0,0,12,3,0,0,6117,客隊,林聖恩
禹良聖 #30,Setter,0,0,0,0,0,0,0,6117,客隊,禹良聖
阿巴西 #77,OutsideHitter,0,0,0,0,0,0,0,6117,客隊,阿巴西
盧清銓 #22,Setter,0,0,0,0,0,7,0,6117,客隊,盧清銓
馬可 #3,OutsideHitter,0,0,0,0,0,0,0,6117,客隊,馬可
高偉誠 #9,OppositeHitter,21,0,0,14,2,0,21,6117,主隊,高偉誠
雷貝洛 #8,OutsideHitter,16,1,0,14,4,2,17,6117,主隊,雷貝洛
洪榮發 #99,OppositeHitter,11,0,2,0,5,1,13,6117,主隊,洪榮發
曾祥銘 #14,MiddleBlocker,3,3,0,0,0,0,6,6117,主隊,曾祥銘
安德烈 #5,MiddleBlocker,0,2,0,0,1,0,2,6117,主隊,安德烈
楊子頡 #11,OutsideHitter,1,0,0,1,0,0,1,6117,主隊,楊子頡
申承勳 #6,Setter,0,0,1,1,4,49,1,6117,主隊,申承勳
趙宇陽 #7,Setter,0,0,0,0,0,1,0,6117,主隊,趙宇陽
簡顯銘 #10,Libero,0,0,0,7,4,3,0,6117,主隊,簡顯銘
郭宇祥 #12,Setter,0,0,0,0,0,0,0,6117,主隊,郭宇祥
范鍾坪圻 #18,Libero,0,0,0,0,2,0,0,6117,主隊,范鍾坪圻
劉少宇 #20,Setter,0,0,0,0,0,0,0,6117,主隊,劉少宇
陳冠中 #21,MiddleBlocker,0,0,0,0,0,0,0,6117,主隊,陳冠中
哈雷 #3,OutsideHitter,0,0,0,0,0,0,0,6117,主隊,哈雷
陳冠銘 #4,OppositeHitter,0,0,0,0,0,0,0,6117,主隊,陳冠銘
劉鴻敏 #7,OutsideHitter,19,1,0,9,5,0,20,6118,客隊,劉鴻敏
李尼希米 #1,OutsideHitter,13,1,0,17,3,0,14,6118,客隊,李尼希米
黃仁威 #20,Setter,5,2,0,0,6,35,7,6118,客隊,黃仁威
花村和哉 #14,OutsideHitter,6,0,1,2,1,0,7,6118,客隊,花村和哉
利安 #10,OppositeHitter,7,0,0,0,1,3,7,6118,客隊,利安
穆多 #15,MiddleBlocker,3,2,1,0,2,0,6,6118,客隊,穆多
李權紘 #66,OppositeHitter,4,0,1,1,3,0,5,6118,客隊,李權紘
洪𤋮鈞 #8,OppositeHitter,1,0,1,0,1,0,2,6118,客隊,洪𤋮鈞
高得益 #12,Setter,0,1,0,0,1,12,1,6118,客隊,高得益
陳政錡 #4,MiddleBlocker,0,0,0,0,0,0,0,6118,客隊,陳政錡
鄭玉森 #16,Libero,0,0,0,0,0,0,0,6118,客隊,鄭玉森
甘茂宏 #9,MiddleBlocker,0,0,0,0,0,0,0,6118,客隊,甘茂宏
豹爾文 #27,OppositeHitter,0,0,0,0,0,0,0,6118,客隊,豹爾文
阿薩力 #99,OutsideHitter,0,0,0,0,0,0,0,6118,客隊,阿薩力
許美中 #56,MiddleBlocker,0,0,0,0,0,0,0,6118,客隊,許美中
劉博元 #5,OutsideHitter,0,0,0,0,0,0,0,6118,客隊,劉博元
黃意凱 #32,Libero,0,0,0,22,2,1,0,6118,客隊,黃意凱
高偉誠 #9,OppositeHitter,24,1,1,11,1,1,26,6118,主隊,高偉誠
雷貝洛 #8,OutsideHitter,19,0,1,7,4,0,20,6118,主隊,雷貝洛
曾祥銘 #14,MiddleBlocker,6,4,1,1,2,0,11,6118,主隊,曾祥銘
安德烈 #5,MiddleBlocker,4,2,2,0,0,0,8,6118,主隊,安德烈
洪榮發 #99,OppositeHitter,5,0,1,0,3,1,6,6118,主隊,洪榮發
申承勳 #6,Setter,1,1,2,0,1,55,4,6118,主隊,申承勳
趙宇陽 #7,Setter,0,0,0,0,0,0,0,6118,主隊,趙宇陽
簡顯銘 #10,Libero,0,0,0,14,3,1,0,6118,主隊,簡顯銘
楊子頡 #11,OutsideHitter,0,0,0,0,0,0,0,6118,主隊,楊子頡
郭宇祥 #12,Setter,0,0,0,0,0,0,0,6118,主隊,郭宇祥
范鍾坪圻 #18,Libero,0,0,0,0,1,0,0,6118,主隊,范鍾坪圻
劉少宇 #20,Setter,0,0,0,0,0,0,0,6118,主隊,劉少宇
陳冠中 #21,MiddleBlocker,0,0,0,0,0,0,0,6118,主隊,陳冠中
哈雷 #3,OutsideHitter,0,0,0,0,0,0,0,6118,主隊,哈雷
陳冠銘 #4,OppositeHitter,0,0,0,0,0,0,0,6118,主隊,陳冠銘
陳建禎 #19,OutsideHitter,20,6,0,3,4,1,26,6119,客隊,陳建禎
思丹 #10,OppositeHitter,22,1,1,0,1,1,24,6119,客隊,思丹
睿克 #14,OutsideHitter,20,2,0,1,1,3,22,6119,客隊,睿克
彭浩銘 #2,MiddleBlocker,3,1,0,0,0,0,4,6119,客隊,彭浩銘
柯宗甫 #13,MiddleBlocker,2,0,2,0,0,0,4,6119,客隊,柯宗甫
許睿恩 #15,MiddleBlocker,3,1,0,0,1,0,4,6119,客隊,許睿恩
馬亞拉 #17,MiddleBlocker,1,1,0,0,0,0,2,6119,客隊,馬亞拉
呂慶鴻 #1,Libero,0,0,0,0,0,0,0,6119,客隊,呂慶鴻
陳玠廷 #7,Setter,0,0,0,0,1,16,0,6119,客隊,陳玠廷
鄭博升 #9,Libero,0,0,0,0,1,0,0,6119,客隊,鄭博升
周冠宇 #11,OppositeHitter,0,0,0,0,0,0,0,6119,客隊,周冠宇
張庭輔 #12,OutsideHitter,0,0,0,0,0,0,0,6119,客隊,張庭輔
林聖恩 #27,Libero,0,0,0,6,2,2,0,6119,客隊,林聖恩
禹良聖 #30,Setter,0,0,0,0,0,0,0,6119,客隊,禹良聖
阿巴西 #77,OutsideHitter,0,0,0,0,0,0,0,6119,客隊,阿巴西
盧清銓 #22,Setter,0,0,0,0,1,23,0,6119,客隊,盧清銓
馬可 #3,OutsideHitter,0,0,0,0,0,0,0,6119,客隊,馬可
施琅 #9,OutsideHitter,29,1,1,2,2,0,31,6119,主隊,施琅
吳宗軒 #11,OppositeHitter,18,2,1,0,0,2,21,6119,主隊,吳宗軒
漢佳 #2,OutsideHitter,16,2,1,3,0,2,19,6119,主隊,漢佳
汪秉勳 #15,MiddleBlocker,6,1,0,0,0,1,7,6119,主隊,汪秉勳
蔡秉諺 #14,MiddleBlocker,3,2,0,0,1,0,5,6119,主隊,蔡秉諺
施宗諭 #10,MiddleBlocker,5,0,0,0,1,0,5,6119,主隊,施宗諭
薩蘭迪 #17,Setter,1,0,1,0,1,23,2,6119,主隊,薩蘭迪
莊哲育 #4,Setter,1,0,0,0,0,1,1,6119,主隊,莊哲育
宋柏霆 #12,OutsideHitter,0,0,1,0,0,0,1,6119,主隊,宋柏霆
黃謙巽 #18,OutsideHitter,0,0,0,0,0,0,0,6119,主隊,黃謙巽
林冠洲 #13,OutsideHitter,0,0,0,0,0,0,0,6119,主隊,林冠洲
張昀亮 #16,Libero,0,0,0,0,3,0,0,6119,主隊,張昀亮
蘇厚禎 #20,Libero,0,0,0,0,1,0,0,6119,主隊,蘇厚禎
許廷恩 #44,OppositeHitter,0,0,0,0,0,0,0,6119,主隊,許廷恩
吳宗軒 #11,OppositeHitter,22,5,3,0,3,1,30,6120,客隊,吳宗軒
漢佳 #2,OutsideHitter,17,8,1,9,1,0,26,6120,客隊,漢佳
施琅 #9,OutsideHitter,17,0,0,15,0,0,17,6120,客隊,施琅
施宗諭 #10,MiddleBlocker,7,4,1,0,1,0,12,6120,客隊,施宗諭
汪秉勳 #15,MiddleBlocker,2,2,0,0,1,0,4,6120,客隊,汪秉勳
莊哲育 #4,Setter,0,1,0,0,0,4,1,6120,客隊,莊哲育
黃謙巽 #18,OutsideHitter,0,0,0,0,0,0,0,6120,客隊,黃謙巽
林冠洲 #13,OutsideHitter,0,0,0,2,0,0,0,6120,客隊,林冠洲
張昀亮 #16,Libero,0,0,0,9,3,4,0,6120,客隊,張昀亮
宋柏霆 #12,OutsideHitter,0,0,0,2,1,0,0,6120,客隊,宋柏霆
蔡秉諺 #14,MiddleBlocker,0,0,0,0,0,0,0,6120,客隊,蔡秉諺
蘇厚禎 #20,Libero,0,0,0,0,0,0,0,6120,客隊,蘇厚禎
薩蘭迪 #17,Setter,0,0,0,0,3,55,0,6120,客隊,薩蘭迪
許廷恩 #44,OppositeHitter,0,0,0,0,0,0,0,6120,客隊,許廷恩
劉博元 #5,OutsideHitter,22,3,2,19,1,0,27,6120,主隊,劉博元
劉鴻敏 #7,OutsideHitter,12,1,1,9,5,0,14,6120,主隊,劉鴻敏
穆多 #15,MiddleBlocker,6,5,0,0,1,0,11,6120,主隊,穆多
洪𤋮鈞 #8,OppositeHitter,7,0,0,0,2,0,7,6120,主隊,洪𤋮鈞
黃仁威 #20,Setter,2,3,1,0,1,1,6,6120,主隊,黃仁威
李權紘 #66,OppositeHitter,5,1,0,0,0,0,6,6120,主隊,李權紘
花村和哉 #14,OutsideHitter,2,0,1,0,0,0,3,6120,主隊,花村和哉
高得益 #12,Setter,2,0,0,0,3,58,2,6120,主隊,高得益
李尼希米 #1,OutsideHitter,1,0,0,0,0,0,1,6120,主隊,李尼希米
許美中 #56,MiddleBlocker,1,0,0,0,0,0,1,6120,主隊,許美中
陳政錡 #4,MiddleBlocker,0,0,0,0,0,0,0,6120,主隊,陳政錡
鄭玉森 #16,Libero,0,0,0,0,0,0,0,6120,主隊,鄭玉森
甘茂宏 #9,MiddleBlocker,0,0,0,0,0,0,0,6120,主隊,甘茂宏
豹爾文 #27,OppositeHitter,0,0,0,0,0,0,0,6120,主隊,豹爾文
阿薩力 #99,OutsideHitter,0,0,0,0,0,0,0,6120,主隊,阿薩力
利安 #10,OppositeHitter,0,0,0,0,0,0,0,6120,主隊,利安
黃意凱 #32,Libero,0,0,0,15,7,0,0,6120,主隊,黃意凱
睿克 #14,OutsideHitter,21,1,0,8,2,0,22,6121,客隊,睿克
陳建禎 #19,OutsideHitter,14,2,0,14,5,1,16,6121,客隊,陳建禎
思丹 #10,OppositeHitter,12,2,0,0,0,1,14,6121,客隊,思丹
馬亞拉 #17,MiddleBlocker,5,2,0,1,0,0,7,6121,客隊,馬亞拉
禹良聖 #30,Setter,3,1,1,0,0,30,5,6121,客隊,禹良聖
許睿恩 #15,MiddleBlocker,4,0,0,0,1,0,4,6121,客隊,許睿恩
柯宗甫 #13,MiddleBlocker,2,0,0,0,1,0,2,6121,客隊,柯宗甫
呂慶鴻 #1,Libero,0,0,0,0,0,0,0,6121,客隊,呂慶鴻
彭浩銘 #2,MiddleBlocker,0,0,0,0,0,0,0,6121,客隊,彭浩銘
陳玠廷 #7,Setter,0,0,0,0,0,0,0,6121,客隊,陳玠廷
鄭博升 #9,Libero,0,0,0,0,1,0,0,6121,客隊,鄭博升
周冠宇 #11,OppositeHitter,0,0,0,0,0,0,0,6121,客隊,周冠宇
張庭輔 #12,OutsideHitter,0,0,0,0,0,0,0,6121,客隊,張庭輔
林聖恩 #27,Libero,0,0,0,11,5,1,0,6121,客隊,林聖恩
阿巴西 #77,OutsideHitter,0,0,0,0,0,0,0,6121,客隊,阿巴西
盧清銓 #22,Setter,0,0,0,0,0,30,0,6121,客隊,盧清銓
馬可 #3,OutsideHitter,0,0,0,0,0,0,0,6121,客隊,馬可
高偉誠 #9,OppositeHitter,25,2,2,15,5,1,29,6121,主隊,高偉誠
雷貝洛 #8,OutsideHitter,26,1,0,10,4,1,27,6121,主隊,雷貝洛
洪榮發 #99,OppositeHitter,5,3,0,0,4,0,8,6121,主隊,洪榮發
曾祥銘 #14,MiddleBlocker,3,1,1,0,0,0,5,6121,主隊,曾祥銘
安德烈 #5,MiddleBlocker,4,1,0,1,0,0,5,6121,主隊,安德烈
申承勳 #6,Setter,1,0,1,0,1,56,2,6121,主隊,申承勳
陳冠銘 #4,OppositeHitter,0,1,0,0,0,0,1,6121,主隊,陳冠銘
趙宇陽 #7,Setter,0,0,0,0,0,3,0,6121,主隊,趙宇陽
簡顯銘 #10,Libero,0,0,0,6,1,1,0,6121,主隊,簡顯銘
楊子頡 #11,OutsideHitter,0,0,0,0,0,0,0,6121,主隊,楊子頡
郭宇祥 #12,Setter,0,0,0,0,0,0,0,6121,主隊,郭宇祥
范鍾坪圻 #18,Libero,0,0,0,0,4,0,0,6121,主隊,范鍾坪圻
劉少宇 #20,Setter,0,0,0,0,0,0,0,6121,主隊,劉少宇
陳冠中 #21,MiddleBlocker,0,0,0,0,0,0,0,6121,主隊,陳冠中
哈雷 #3,OutsideHitter,0,0,0,0,0,0,0,6121,主隊,哈雷
施琅 #9,OutsideHitter,21,1,5,8,5,0,27,6122,客隊,施琅
漢佳 #2,OutsideHitter,12,3,1,12,1,0,16,6122,客隊,漢佳
施宗諭 #10,MiddleBlocker,11,3,1,1,0,0,15,6122,客隊,施宗諭
吳宗軒 #11,OppositeHitter,9,0,1,0,6,2,10,6122,客隊,吳宗軒
汪秉勳 #15,MiddleBlocker,7,0,0,0,0,0,7,6122,客隊,汪秉勳
薩蘭迪 #17,Setter,2,1,1,0,1,60,4,6122,客隊,薩蘭迪
黃謙巽 #18,OutsideHitter,0,0,0,0,0,0,0,6122,客隊,黃謙巽
莊哲育 #4,Setter,0,0,0,0,0,2,0,6122,客隊,莊哲育
林冠洲 #13,OutsideHitter,0,0,0,2,0,0,0,6122,客隊,林冠洲
張昀亮 #16,Libero,0,0,0,13,11,4,0,6122,客隊,張昀亮
宋柏霆 #12,OutsideHitter,0,0,0,0,0,0,0,6122,客隊,宋柏霆
蔡秉諺 #14,MiddleBlocker,0,0,0,0,0,0,0,6122,客隊,蔡秉諺
蘇厚禎 #20,Libero,0,0,0,0,0,0,0,6122,客隊,蘇厚禎
許廷恩 #44,OppositeHitter,0,0,0,0,0,0,0,6122,客隊,許廷恩
雷貝洛 #8,OutsideHitter,16,0,0,13,3,0,16,6122,主隊,雷貝洛
洪榮發 #99,OppositeHitter,11,1,0,0,3,1,12,6122,主隊,洪榮發
高偉誠 #9,OppositeHitter,10,0,1,16,3,1,11,6122,主隊,高偉誠
安德烈 #5,MiddleBlocker,7,3,0,0,0,0,10,6122,主隊,安德烈
曾祥銘 #14,MiddleBlocker,7,2,0,0,2,0,9,6122,主隊,曾祥銘
楊子頡 #11,OutsideHitter,0,0,1,0,0,0,1,6122,主隊,楊子頡
陳冠中 #21,MiddleBlocker,1,0,0,0,0,0,1,6122,主隊,陳冠中
申承勳 #6,Setter,1,0,0,0,2,36,1,6122,主隊,申承勳
陳冠銘 #4,OppositeHitter,1,0,0,0,0,0,1,6122,主隊,陳冠銘
趙宇陽 #7,Setter,0,0,0,0,0,22,0,6122,主隊,趙宇陽
簡顯銘 #10,Libero,0,0,0,12,3,2,0,6122,主隊,簡顯銘
郭宇祥 #12,Setter,0,0,0,0,0,0,0,6122,主隊,郭宇祥
范鍾坪圻 #18,Libero,0,0,0,0,4,0,0,6122,主隊,范鍾坪圻
劉少宇 #20,Setter,0,0,0,0,0,0,0,6122,主隊,劉少宇
哈雷 #3,OutsideHitter,0,0,0,0,0,0,0,6122,主隊,哈雷
睿克 #14,OutsideHitter,25,4,1,6,3,0,30,6123,客隊,睿克
思丹 #10,OppositeHitter,17,1,0,0,1,1,18,6123,客隊,思丹
陳建禎 #19,OutsideHitter,9,2,0,10,2,1,11,6123,客隊,陳建禎
馬亞拉 #17,MiddleBlocker,5,3,0,1,0,0,8,6123,客隊,馬亞拉
柯宗甫 #13,MiddleBlocker,5,0,0,0,1,0,5,6123,客隊,柯宗甫
許睿恩 #15,MiddleBlocker,3,1,1,0,0,0,5,6123,客隊,許睿恩
周冠宇 #11,OppositeHitter,1,0,0,0,0,0,1,6123,客隊,周冠宇
盧清銓 #22,Setter,0,1,0,0,6,40,1,6123,客隊,盧清銓
呂慶鴻 #1,Libero,0,0,0,0,0,0,0,6123,客隊,呂慶鴻
彭浩銘 #2,MiddleBlocker,0,0,0,0,0,0,0,6123,客隊,彭浩銘
陳玠廷 #7,Setter,0,0,0,0,0,0,0,6123,客隊,陳玠廷
鄭博升 #9,Libero,0,0,0,5,4,0,0,6123,客隊,鄭博升
張庭輔 #12,OutsideHitter,0,0,0,0,0,0,0,6123,客隊,張庭輔
林聖恩 #27,Libero,0,0,0,14,0,0,0,6123,客隊,林聖恩
禹良聖 #30,Setter,0,0,0,0,0,23,0,6123,客隊,禹良聖
阿巴西 #77,OutsideHitter,0,0,0,0,0,0,0,6123,客隊,阿巴西
馬可 #3,OutsideHitter,0,0,0,0,0,0,0,6123,客隊,馬可
李尼希米 #1,OutsideHitter,27,1,0,11,4,1,28,6123,主隊,李尼希米
洪𤋮鈞 #8,OppositeHitter,19,0,2,0,4,0,21,6123,主隊,洪𤋮鈞
劉博元 #5,OutsideHitter,11,0,1,8,0,0,12,6123,主隊,劉博元
劉鴻敏 #7,OutsideHitter,7,0,1,11,2,0,8,6123,主隊,劉鴻敏
黃仁威 #20,Setter,1,5,0,0,0,2,6,6123,主隊,黃仁威
許美中 #56,MiddleBlocker,2,2,1,0,1,0,5,6123,主隊,許美中
李權紘 #66,OppositeHitter,3,1,0,0,0,0,4,6123,主隊,李權紘
高得益 #12,Setter,0,2,1,0,2,61,3,6123,主隊,高得益
陳政錡 #4,MiddleBlocker,0,0,0,0,0,0,0,6123,主隊,陳政錡
鄭玉森 #16,Libero,0,0,0,0,0,0,0,6123,主隊,鄭玉森
甘茂宏 #9,MiddleBlocker,0,0,0,0,0,0,0,6123,主隊,甘茂宏
豹爾文 #27,OppositeHitter,0,0,0,0,0,0,0,6123,主隊,豹爾文
阿薩力 #99,OutsideHitter,0,0,0,0,0,0,0,6123,主隊,阿薩力
花村和哉 #14,OutsideHitter,0,0,0,0,0,0,0,6123,主隊,花村和哉
利安 #10,OppositeHitter,0,0,0,0,0,0,0,6123,主隊,利安
穆多 #15,MiddleBlocker,0,0,0,0,0,0,0,6123,主隊,穆多
黃意凱 #32,Libero,0,0,0,20,3,0,0,6123,主隊,黃意凱
吳宗軒 #11,OppositeHitter,12,2,0,0,3,1,14,6124,客隊,吳宗軒
漢佳 #2,OutsideHitter,11,0,0,7,0,0,11,6124,客隊,漢佳
施琅 #9,OutsideHitter,8,0,0,9,1,0,8,6124,客隊,施琅
汪秉勳 #15,MiddleBlocker,7,0,0,0,0,1,7,6124,客隊,汪秉勳
施宗諭 #10,MiddleBlocker,2,1,2,1,0,0,5,6124,客隊,施宗諭
莊哲育 #4,Setter,1,0,0,0,0,2,1,6124,客隊,莊哲育
宋柏霆 #12,OutsideHitter,1,0,0,1,0,0,1,6124,客隊,宋柏霆
黃謙巽 #18,OutsideHitter,0,0,0,0,0,0,0,6124,客隊,黃謙巽
林冠洲 #13,OutsideHitter,0,0,0,0,0,0,0,6124,客隊,林冠洲
張昀亮 #16,Libero,0,0,0,8,6,2,0,6124,客隊,張昀亮
蔡秉諺 #14,MiddleBlocker,0,0,0,0,0,1,0,6124,客隊,蔡秉諺
蘇厚禎 #20,Libero,0,0,0,0,0,0,0,6124,客隊,蘇厚禎
薩蘭迪 #17,Setter,0,0,0,0,3,37,0,6124,客隊,薩蘭迪
許廷恩 #44,OppositeHitter,0,0,0,0,0,0,0,6124,客隊,許廷恩
高偉誠 #9,OppositeHitter,15,1,0,15,2,1,16,6124,主隊,高偉誠
雷貝洛 #8,OutsideHitter,13,2,0,6,3,0,15,6124,主隊,雷貝洛
洪榮發 #99,OppositeHitter,8,1,2,0,2,0,11,6124,主隊,洪榮發
曾祥銘 #14,MiddleBlocker,8,2,0,0,1,1,10,6124,主隊,曾祥銘
安德烈 #5,MiddleBlocker,5,4,0,0,0,2,9,6124,主隊,安德烈
申承勳 #6,Setter,1,2,0,0,1,45,3,6124,主隊,申承勳
趙宇陽 #7,Setter,0,0,0,0,0,0,0,6124,主隊,趙宇陽
簡顯銘 #10,Libero,0,0,0,9,2,4,0,6124,主隊,簡顯銘
楊子頡 #11,OutsideHitter,0,0,0,0,0,0,0,6124,主隊,楊子頡
郭宇祥 #12,Setter,0,0,0,0,0,0,0,6124,主隊,郭宇祥
范鍾坪圻 #18,Libero,0,0,0,0,4,1,0,6124,主隊,范鍾坪圻
劉少宇 #20,Setter,0,0,0,0,0,0,0,6124,主隊,劉少宇
陳冠中 #21,MiddleBlocker,0,0,0,0,0,0,0,6124,主隊,陳冠中
